Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath, PointingPhase,Signed Average Pointing Error Yaw,Signed Average Pointing Error Pitch,Average Absoulte Pointing Error Yaw,Average Absolute Pointing Error Pitch,Configuration Error Yaw,Configuration Error Pitch,Average Response Time,FMSValue
P01,2021-03-11 9:39:47 AM,23.26282,,,Controller,1,A,1,,,,,,,,,71.32499
P01,2021-03-11 9:40:16 AM,52.12271,,,Controller,1,A,2,rapid1stPointing,85.5549,8.596459,85.5549,8.596459,0.539058,0.5747247,0.4258959
P01,2021-03-11 9:40:16 AM,52.12271,,,Controller,1,A,2,rapid2ndPointing,84.49911,3.898573,84.49911,3.898573,0.01398823,0.2386223,0.0278735
P01,2021-03-11 9:40:16 AM,52.12271,,,Controller,1,A,2,distanceJudgmentAnd2ndPointing,84.57019,3.985266,84.57019,3.985266,0.09589852,0.02797645,0.1948759,0
P01,2021-03-11 9:40:46 AM,82.26448,,,Controller,1,A,3,rapid1stPointing,82.42577,8.788426,82.42577,8.788426,1.04134,2.25341,0.09782667
P01,2021-03-11 9:40:46 AM,82.26448,,,Controller,1,A,3,rapid2ndPointing,80.3481,3.525529,80.3481,3.525529,0.4941719,0.530274,0.1905491
P01,2021-03-11 9:40:46 AM,82.26448,,,Controller,1,A,3,distanceJudgmentAnd2ndPointing,80.03115,4.659211,80.03115,4.659211,0.1973288,0.5911735,0.4691796,26.84072
P01,2021-03-11 9:41:20 AM,116.818,,,Controller,1,A,4,rapid1stPointing,84.46969,3.899543,84.46969,3.899543,1.38906,1.848039,0.125366
P01,2021-03-11 9:41:20 AM,116.818,,,Controller,1,A,4,rapid2ndPointing,81.9912,-0.5994591,81.9912,0.5994591,0.2890543,2.035725,0.2435648
P01,2021-03-11 9:41:20 AM,116.818,,,Controller,1,A,4,distanceJudgmentAnd2ndPointing,81.59728,-0.01466508,81.59728,0.01466508,0.1186942,1.908064,0.4978476,5.529565
P01,2021-03-11 9:41:54 AM,150.7437,,,Controller,1,A,5,rapid1stPointing,97.23713,3.928542,97.23713,3.928542,0.9449687,1.213569,0.05861504
P01,2021-03-11 9:41:54 AM,150.7437,,,Controller,1,A,5,rapid2ndPointing,97.95799,-4.036549,97.95799,4.036549,1.250668,1.023041,0.1642571
P01,2021-03-11 9:41:54 AM,150.7437,,,Controller,1,A,5,distanceJudgmentAnd2ndPointing,97.61164,-3.175043,97.61164,3.175043,1.534395,0.8537878,0.3543822,25.81052
